Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CYAN,Cyanotech Corporation,3.248,18955685.28,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,128.93,4795429382,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,17.74,126072414.5,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.73,12555981.02,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",4.57,1532197.61,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
CYCN,"Cyclerion Therapeutics, Inc.",15.23,417327281.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycn
CBAY,CymaBay Therapeutics Inc.,12.81,879970690.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,17.18,6275669487,n/a,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.15,116567317.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,55.69,6032870356,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",8.82,488391086,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",9.51,430912022.6,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc.,0.3,6571738.5,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
CYTXZ,Cytori Therapeutics Inc.,0.004,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz
CTSO,Cytosorbents Corporation,7.2,232189776,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,0.535,17996063.04,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),223,307906358,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",7.58,341194931.9,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",1.04,17350747.44,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,0.83,30561573.59,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.0402,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",11.46,190277244.5,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",5.16,332663507.5,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",0.39,0,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,4.99,41356246.75,n/a,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio
DTSS,Datasea Inc.,2.1,43982076.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtss
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",56.84,2080601542,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,1.38,35890704.66,n/a,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,23.8,149940000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl
DINT,Davis Select International ETF,18.8701,119825135,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint
DUSA,Davis Select U.S. Equity ETF,24.2,192390000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,24.64,229152000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,2.8,64796869.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,9.75,261077271,26777156,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt
DDMX,DD3 Acquisition Corp.,9.95,71870840,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx
DDMXU,DD3 Acquisition Corp.,10.15,73315480,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu
DDMXW,DD3 Acquisition Corp.,0.3,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxw
DCPH,"Deciphera Pharmaceuticals, Inc.",23,878348196,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",6.7,223889370.8,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",10.05,370808769.8,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",1.09,0,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow
DMPI,"DelMar Pharmaceuticals, Inc.",0.3929,10052555.92,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi
DNLI,Denali Therapeutics Inc.,24.47,2335366318,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli
DENN,Denny&#39;s Corporation,18.62,1146226383,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,51.13,11440594531,n/a,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray
DERM,"Dermira, Inc.",11.09,595174992.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,2.27,32552928.19,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",2.11,104491911.6,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",3,47655717,n/a,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl
DXCM,"DexCom, Inc.",121.07,11021892933,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm
DFBH,DFB Healthcare Acquisitions Corp.,10.06,314375000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh
DFBHU,DFB Healthcare Acquisitions Corp.,10.25,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu
DFBHW,DFB Healthcare Acquisitions Corp.,1.1,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw
DHXM,DHX Media Ltd.,1.38,186168281.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhxm
DMAC,DiaMedica Therapeutics Inc.,3.31,39577252.94,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmac
DHIL,"Diamond Hill Investment Group, Inc.",144.48,506607128.2,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",106.39,17513621887,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang
DPHC,DiamondPeak Holdings Corp.,9.74,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphc
DPHCU,DiamondPeak Holdings Corp.,10.05,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphcu
DPHCW,DiamondPeak Holdings Corp.,1.05,0,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/dphcw
DRNA,"Dicerna Pharmaceuticals, Inc.",12.96,884713739,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
DFFN,Diffusion Pharmaceuticals Inc.,2.96,10002861.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,12.87,356177288.6,n/a,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,29.79,348543000,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,0.72,14544000,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",4.83,53439298.71,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",3.78,296996565.6,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",20.15,723021655.2,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,36.42,1842733854,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod
DISCA,"Discovery, Inc.",30.9,16214267128,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca
DISCB,"Discovery, Inc.",35.5,18628041522,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb
DISCK,"Discovery, Inc.",28.76,15091337301,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,35.12,16432414522,n/a,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,3.67,24523894.2,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",0.9752,32359939.7,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,6.25,75226006.25,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,69.3,1038486765,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,40.98,177337466.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf
DOCU,"DocuSign, Inc.",56.67,9628233000,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu
DOGZ,Dogness (International) Corporation,3.45,89402026.95,n/a,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz
DLTR,"Dollar Tree, Inc.",111.28,26542727270,n/a,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr
DLPN,"Dolphin Entertainment, Inc.",1.45,20872114.9,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn
DLPNW,"Dolphin Entertainment, Inc.",0.06,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw
DOMO,"Domo, Inc.",38.31,1036549533,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo
DGICA,"Donegal Group, Inc.",13.5,383762637,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",12.15,345386373.3,n/a,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",18.92,656141324.1,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",87.67,2893348024,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm
DOVA,"Dova Pharmaceuticals, Inc.",9.2,259684278.4,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova
LYL,Dragon Victory International Limited,1.42,16218378.06,n/a,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl
DBX,"Dropbox, Inc.",24.38,10389748106,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx
DCAR,"DropCar, Inc.",2.11,7258944.38,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar
DRYS,DryShips Inc.,4.17,362317234.6,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys
DSPG,"DSP Group, Inc.",14.29,323322024.7,n/a,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,15.92,519834645.6,n/a,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",74.63,6164562931,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,0.5515,89509811.1,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",42.89,754077483.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe
DYAI,"Dyadic International, Inc.",3.4232,91445605.28,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dyai
DYSL,Dynasil Corporation of America,1.0739,18756247.7,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,1.77,14626476.42,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,6.65,432674861.9,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,50.66,12393829330,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
SSP,E.W. Scripps Company (The),22.79,1839980983,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
EBMT,"Eagle Bancorp Montana, Inc.",17,109338781,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",55.26,1908525285,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,5.45,398662671.3,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",15.969,26233202.5,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",51.41,715848057.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",51.48,7490391480,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),28.66,178592181.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",6,54613782,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east
EVGBC,Eaton Vance NextShares Trust,99.99,62493750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,99.98,44991000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc
EVFTC,Eaton Vance NextShares Trust II,100.03,52515750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc
EVLMC,Eaton Vance NextShares Trust II,100.04,35014000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc
OKDCC,Eaton Vance NextShares Trust II,99.96,512295000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc
EBAY,eBay Inc.,38.75,33771686789,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,25.94,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",50.48,1541972782,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
ECHO,"Echo Global Logistics, Inc.",22.94,639957317.6,n/a,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,39.85,3799516103,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",11.4,49169739,n/a,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei
EDAP,EDAP TMS S.A.,4.96,145537778.2,29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
EDNT,"Edison Nation, Inc.",4.27,24255009.1,n/a,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt
EDIT,"Editas Medicine, Inc.",24.75,1218190372,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
EDTX,EdtechX Holdings Acquisition Corp.,10.03,79299687.5,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx
EDTXU,EdtechX Holdings Acquisition Corp.,10.25,81039062.5,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu
EDTXW,EdtechX Holdings Acquisition Corp.,0.2001,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw
EDUC,Educational Development Corporation,9,73780434,n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,9.99,278744226.8,n/a,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",60.74,1369430616,n/a,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth
EIDX,"Eidos Therapeutics, Inc.",26.21,965027274.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx
EIGR,"Eiger BioPharmaceuticals, Inc.",10.93,210516642,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",2.2,141364251.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",12.78,493509962.3,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco
ESLT,Elbit Systems Ltd.,139.71,5973047057,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",49.37,3823327240,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
SOLO,Electrameccanica Vehicles Corp. Ltd.,3.27,120352340.2,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.9,0,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow
ECOR,"electroCore, Inc.",6.25,184044975,n/a,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor
EA,Electronic Arts Inc.,94.65,28356720701,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",37.19,1602214150,n/a,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.58,12155965.18,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else
ESBK,Elmira Savings Bank NY (The),16.3859,57065125.69,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ELOX,"Eloxx Pharmaceuticals, Inc.",11.94,429190559.5,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox
ELTK,Eltek Ltd.,1.38,6044769.84,n/a,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,32.11,694880211.9,n/a,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,30.41,82067831.92,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,3.92,108468226.7,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.58,46618326.82,n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",13.93,479515872.5,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny
ENTA,"Enanta Pharmaceuticals, Inc.",87.19,1695111709,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,28.26,872792946.2,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,59.29,1238814035,n/a,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,7.5,1683031853,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
ELGX,"Endologix, Inc.",6.42,117084525.3,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,1.53,11356642.26,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
